Herd,Location,Source,Year,Population,SE,Subspecies,Ecotype,Latitude,Longitude,NAO,PDO,AO,AMO,ENSO,Wolves?,Predators,Biome (S/W),Semi-Domestic?,Note,Harvest,Annual Precip (?),Temps (?),Max Range Size (km^2)
Southampton Is.,Southampton Is.,https://carma.caff.is/index.php/herds/538-carma/herds/622-southampton-island,1968,48,NA,R. t. groenlandicus,Insular,64.36,-87.74,-2.97,,-0.568,,,0,0,Tundra/Tundra,0,,0,,,
Southampton Is.,Southampton Is.,,1969,NA,NA,R. t. groenlandicus,Insular,64.36,-87.74,-2.58,,-0.828,,,0,0,Tundra/Tundra,0,,0,,,
Southampton Is.,Southampton Is.,,1970,NA,NA,R. t. groenlandicus,Insular,64.36,-87.74,-1.08,,-0.344,,,0,0,Tundra/Tundra,0,,0,,,
Southampton Is.,Southampton Is.,,1971,NA,NA,R. t. groenlandicus,Insular,64.36,-87.74,-0.08,,0.006,,,0,0,Tundra/Tundra,0,,0,,,
Southampton Is.,Southampton Is.,,1972,NA,NA,R. t. groenlandicus,Insular,64.36,-87.74,2.05,,0.052,,,0,0,Tundra/Tundra,0,,0,,,
Southampton Is.,Southampton Is.,,1973,NA,NA,R. t. groenlandicus,Insular,64.36,-87.74,0.27,,0.241,,,0,0,Tundra/Tundra,0,,0,,,
Southampton Is.,Southampton Is.,,1974,NA,NA,R. t. groenlandicus,Insular,64.36,-87.74,2.18,,-0.203,,,0,0,Tundra/Tundra,0,,0,,,
Southampton Is.,Southampton Is.,,1975,NA,NA,R. t. groenlandicus,Insular,64.36,-87.74,0.01,,0.434,,,0,0,Tundra/Tundra,0,,0,,,
Southampton Is.,Southampton Is.,,1976,NA,NA,R. t. groenlandicus,Insular,64.36,-87.74,0.59,,-0.031,,,0,0,Tundra/Tundra,0,,0,,,
Southampton Is.,Southampton Is.,,1977,NA,NA,R. t. groenlandicus,Insular,64.36,-87.74,-2.08,,-0.432,,,0,0,Tundra/Tundra,0,,0,,,
Southampton Is.,Southampton Is.,https://www.nwmb.com/en/public-hearings-a-meetings/public-hearings-1/2014/public-hearing-concerning-the-government-of-nunavuts-proposal-to-lower-the-total-allowable-harvest-of-southampton-island-caribou-from-1000-to-800-caribou-and-to-consider-non-quota-limitations/proposal-for-nwmb-decision-and-supporting-evidence/3454-population-estimate-of-a-declining-population-of-island-bound-barren-ground-caribou-rangifer-tarandus-groenlandicus-southampton-island-nunavut-eng/file,1978,1200,NA,R. t. groenlandicus,Insular,64.36,-87.74,-0.42,,-0.15,,,0,0,Tundra/Tundra,0,,25,,,
Southampton Is.,Southampton Is.,,1979,NA,NA,R. t. groenlandicus,Insular,64.36,-87.74,-0.23,,-0.365,,,0,0,Tundra/Tundra,0,,50,,,
Southampton Is.,Southampton Is.,,1980,NA,NA,R. t. groenlandicus,Insular,64.36,-87.74,-1.58,,-0.643,,,0,0,Tundra/Tundra,0,,50,,,
Southampton Is.,Southampton Is.,,1981,NA,NA,R. t. groenlandicus,Insular,64.36,-87.74,-0.55,,-0.435,,,0,0,Tundra/Tundra,0,,50,,,
Southampton Is.,Southampton Is.,,1982,NA,NA,R. t. groenlandicus,Insular,64.36,-87.74,2.63,,0.298,,,0,0,Tundra/Tundra,0,,50,,,
Southampton Is.,Southampton Is.,,1983,NA,NA,R. t. groenlandicus,Insular,64.36,-87.74,0.38,,0.032,,,0,0,Tundra/Tundra,0,,50,,,
Southampton Is.,Southampton Is.,,1984,NA,NA,R. t. groenlandicus,Insular,64.36,-87.74,2.17,,-0.192,,,0,0,Tundra/Tundra,0,,50,,,
Southampton Is.,Southampton Is.,,1985,NA,NA,R. t. groenlandicus,Insular,64.36,-87.74,-3.09,,-0.519,,,0,0,Tundra/Tundra,0,,50,,,
Southampton Is.,Southampton Is.,,1986,NA,NA,R. t. groenlandicus,Insular,64.36,-87.74,3.14,,0.085,,,0,0,Tundra/Tundra,0,,50,,,
Southampton Is.,Southampton Is.,https://www.nwmb.com/en/public-hearings-a-meetings/public-hearings-1/2014/public-hearing-concerning-the-government-of-nunavuts-proposal-to-lower-the-total-allowable-harvest-of-southampton-island-caribou-from-1000-to-800-caribou-and-to-consider-non-quota-limitations/proposal-for-nwmb-decision-and-supporting-evidence/3454-population-estimate-of-a-declining-population-of-island-bound-barren-ground-caribou-rangifer-tarandus-groenlandicus-southampton-island-nunavut-eng/file,1987,5400,NA,R. t. groenlandicus,Insular,64.36,-87.74,-3.01,,-0.544,,,0,0,Tundra/Tundra,0,,250,,,
Southampton Is.,Southampton Is.,,1988,NA,NA,R. t. groenlandicus,Insular,64.36,-87.74,-0.13,,0.04,,,0,0,Tundra/Tundra,0,,300,,,
Southampton Is.,Southampton Is.,,1989,NA,NA,R. t. groenlandicus,Insular,64.36,-87.74,2.38,,0.95,,,0,0,Tundra/Tundra,0,,300,,,
Southampton Is.,Southampton Is.,https://www.nwmb.com/en/public-hearings-a-meetings/public-hearings-1/2014/public-hearing-concerning-the-government-of-nunavuts-proposal-to-lower-the-total-allowable-harvest-of-southampton-island-caribou-from-1000-to-800-caribou-and-to-consider-non-quota-limitations/proposal-for-nwmb-decision-and-supporting-evidence/3454-population-estimate-of-a-declining-population-of-island-bound-barren-ground-caribou-rangifer-tarandus-groenlandicus-southampton-island-nunavut-eng/file,1990,9000,NA,R. t. groenlandicus,Insular,64.36,-87.74,3.88,,1.024,,,0,0,Tundra/Tundra,0,,400,,,
Southampton Is.,Southampton Is.,https://www.nwmb.com/en/public-hearings-a-meetings/public-hearings-1/2014/public-hearing-concerning-the-government-of-nunavuts-proposal-to-lower-the-total-allowable-harvest-of-southampton-island-caribou-from-1000-to-800-caribou-and-to-consider-non-quota-limitations/proposal-for-nwmb-decision-and-supporting-evidence/3454-population-estimate-of-a-declining-population-of-island-bound-barren-ground-caribou-rangifer-tarandus-groenlandicus-southampton-island-nunavut-eng/file,1991,13700,NA,R. t. groenlandicus,Insular,64.36,-87.74,1.14,,0.197,,,0,0,Tundra/Tundra,0,,400,,,
Southampton Is.,Southampton Is.,,1992,NA,NA,R. t. groenlandicus,Insular,64.36,-87.74,2.54,,0.437,,,0,0,Tundra/Tundra,0,,400,,,
Southampton Is.,Southampton Is.,,1993,NA,NA,R. t. groenlandicus,Insular,64.36,-87.74,1.71,,0.079,,,0,0,Tundra/Tundra,0,,505,,,
Southampton Is.,Southampton Is.,,1994,NA,NA,R. t. groenlandicus,Insular,64.36,-87.74,2.86,,0.532,,,0,0,Tundra/Tundra,0,,1500,,,
Southampton Is.,Southampton Is.,https://www.nwmb.com/en/public-hearings-a-meetings/public-hearings-1/2014/public-hearing-concerning-the-government-of-nunavuts-proposal-to-lower-the-total-allowable-harvest-of-southampton-island-caribou-from-1000-to-800-caribou-and-to-consider-non-quota-limitations/proposal-for-nwmb-decision-and-supporting-evidence/3454-population-estimate-of-a-declining-population-of-island-bound-barren-ground-caribou-rangifer-tarandus-groenlandicus-southampton-island-nunavut-eng/file,1995,18275,NA,R. t. groenlandicus,Insular,64.36,-87.74,-1.11,,-0.275,,,0,0,Tundra/Tundra,0,,3356,,,
Southampton Is.,Southampton Is.,,1996,NA,NA,R. t. groenlandicus,Insular,64.36,-87.74,-1.98,,-0.456,,,0,0,Tundra/Tundra,0,,2839,,,
Southampton Is.,Southampton Is.,https://www.nwmb.com/en/public-hearings-a-meetings/public-hearings-1/2014/public-hearing-concerning-the-government-of-nunavuts-proposal-to-lower-the-total-allowable-harvest-of-southampton-island-caribou-from-1000-to-800-caribou-and-to-consider-non-quota-limitations/proposal-for-nwmb-decision-and-supporting-evidence/3454-population-estimate-of-a-declining-population-of-island-bound-barren-ground-caribou-rangifer-tarandus-groenlandicus-southampton-island-nunavut-eng/file,1997,30381,NA,R. t. groenlandicus,Insular,64.36,-87.74,-0.93,,-0.04,,,0,0,Tundra/Tundra,0,,4865,,,
Southampton Is.,Southampton Is.,,1998,NA,NA,R. t. groenlandicus,Insular,64.36,-87.74,1.03,,-0.271,,,0,0,Tundra/Tundra,0,,4456,,,
Southampton Is.,Southampton Is.,,1999,NA,NA,R. t. groenlandicus,Insular,64.36,-87.74,2.25,,0.113,,,0,0,Tundra/Tundra,0,,2594,,,
Southampton Is.,Southampton Is.,,2000,NA,NA,R. t. groenlandicus,Insular,64.36,-87.74,1.18,,-0.046,,,0,0,Tundra/Tundra,0,,3666,,,
Southampton Is.,Southampton Is.,,2001,NA,NA,R. t. groenlandicus,Insular,64.36,-87.74,-1.91,,-0.162,,,0,0,Tundra/Tundra,0,,5696,,,
Southampton Is.,Southampton Is.,,2002,NA,NA,R. t. groenlandicus,Insular,64.36,-87.74,1,,0.072,,,0,0,Tundra/Tundra,0,,5834,,,
Southampton Is.,Southampton Is.,https://www.nwmb.com/en/public-hearings-a-meetings/public-hearings-1/2014/public-hearing-concerning-the-government-of-nunavuts-proposal-to-lower-the-total-allowable-harvest-of-southampton-island-caribou-from-1000-to-800-caribou-and-to-consider-non-quota-limitations/proposal-for-nwmb-decision-and-supporting-evidence/3454-population-estimate-of-a-declining-population-of-island-bound-barren-ground-caribou-rangifer-tarandus-groenlandicus-southampton-island-nunavut-eng/file,2003,17981,NA,R. t. groenlandicus,Insular,64.36,-87.74,-0.09,,0.152,,,0,0,Tundra/Tundra,0,,7005,,,
Southampton Is.,Southampton Is.,,2004,NA,NA,R. t. groenlandicus,Insular,64.36,-87.74,0.7,,-0.192,,,0,0,Tundra/Tundra,0,,5200,,,
Southampton Is.,Southampton Is.,https://www.nwmb.com/en/public-hearings-a-meetings/public-hearings-1/2014/public-hearing-concerning-the-government-of-nunavuts-proposal-to-lower-the-total-allowable-harvest-of-southampton-island-caribou-from-1000-to-800-caribou-and-to-consider-non-quota-limitations/proposal-for-nwmb-decision-and-supporting-evidence/3454-population-estimate-of-a-declining-population-of-island-bound-barren-ground-caribou-rangifer-tarandus-groenlandicus-southampton-island-nunavut-eng/file,2005,20582,NA,R. t. groenlandicus,Insular,64.36,-87.74,-1.35,,-0.375,,,0,0,Tundra/Tundra,0,,6038,,,
Southampton Is.,Southampton Is.,,2006,NA,NA,R. t. groenlandicus,Insular,64.36,-87.74,-0.2,,0.138,,,0,0,Tundra/Tundra,0,,6028,,,
Southampton Is.,Southampton Is.,https://www.nwmb.com/en/public-hearings-a-meetings/public-hearings-1/2014/public-hearing-concerning-the-government-of-nunavuts-proposal-to-lower-the-total-allowable-harvest-of-southampton-island-caribou-from-1000-to-800-caribou-and-to-consider-non-quota-limitations/proposal-for-nwmb-decision-and-supporting-evidence/3454-population-estimate-of-a-declining-population-of-island-bound-barren-ground-caribou-rangifer-tarandus-groenlandicus-southampton-island-nunavut-eng/file,2007,15452,NA,R. t. groenlandicus,Insular,64.36,-87.74,1.35,,0.269,,,0,0,Tundra/Tundra,0,,4575,,,
Southampton Is.,Southampton Is.,,2008,NA,NA,R. t. groenlandicus,Insular,64.36,-87.74,1.72,,0.177,,,0,0,Tundra/Tundra,0,,1364,,,
Southampton Is.,Southampton Is.,https://www.nwmb.com/en/public-hearings-a-meetings/public-hearings-1/2014/public-hearing-concerning-the-government-of-nunavuts-proposal-to-lower-the-total-allowable-harvest-of-southampton-island-caribou-from-1000-to-800-caribou-and-to-consider-non-quota-limitations/proposal-for-nwmb-decision-and-supporting-evidence/3454-population-estimate-of-a-declining-population-of-island-bound-barren-ground-caribou-rangifer-tarandus-groenlandicus-southampton-island-nunavut-eng/file,2009,13957,NA,R. t. groenlandicus,Insular,64.36,-87.74,0.72,,-0.33,,,0,0,Tundra/Tundra,0,,2045,,,
Southampton Is.,Southampton Is.,,2010,NA,NA,R. t. groenlandicus,Insular,64.36,-87.74,-5.96,,-1.043,,,0,0,Tundra/Tundra,0,,2045,,,
Southampton Is.,Southampton Is.,https://www.nwmb.com/en/public-hearings-a-meetings/public-hearings-1/2014/public-hearing-concerning-the-government-of-nunavuts-proposal-to-lower-the-total-allowable-harvest-of-southampton-island-caribou-from-1000-to-800-caribou-and-to-consider-non-quota-limitations/proposal-for-nwmb-decision-and-supporting-evidence/3454-population-estimate-of-a-declining-population-of-island-bound-barren-ground-caribou-rangifer-tarandus-groenlandicus-southampton-island-nunavut-eng/file,2011,7762,NA,R. t. groenlandicus,Insular,64.36,-87.74,2.95,,0.526,,,0,0,Tundra/Tundra,0,,2273,,,
Southampton Is.,Southampton Is.,,2012,NA,NA,R. t. groenlandicus,Insular,64.36,-87.74,-0.25,,-0.182,,,0,0,Tundra/Tundra,0,,985,,,
Southampton Is.,Southampton Is.,https://www.nwmb.com/en/public-hearings-a-meetings/public-hearings-1/2014/public-hearing-concerning-the-government-of-nunavuts-proposal-to-lower-the-total-allowable-harvest-of-southampton-island-caribou-from-1000-to-800-caribou-and-to-consider-non-quota-limitations/proposal-for-nwmb-decision-and-supporting-evidence/3454-population-estimate-of-a-declining-population-of-island-bound-barren-ground-caribou-rangifer-tarandus-groenlandicus-southampton-island-nunavut-eng/file,2013,7286,NA,R. t. groenlandicus,Insular,64.36,-87.74,0.9,,0.001,,,0,0,Tundra/Tundra,0,,1000,,,
Southampton Is.,Southampton Is.,,2014,NA,NA,R. t. groenlandicus,Insular,64.36,-87.74,2.97,,-0.067,,,0,0,Tundra/Tundra,0,,800,,,
Southampton Is.,Southampton Is.,https://carma.caff.is/index.php/herds/538-carma/herds/622-southampton-island,2015,12297,NA,R. t. groenlandicus,Insular,64.36,-87.74,4.09,,0.63,,,0,0,Tundra/Tundra,0,,1600,,,
Southampton Is.,Southampton Is.,,2016,NA,NA,R. t. groenlandicus,Insular,64.36,-87.74,1.7,,-0.114,,,0,0,Tundra/Tundra,0,,1600,,,
Southampton Is.,Southampton Is.,https://www.nwmb.com/iku/2013-11-09-01-41-51/2013-11-09-01-47-14/regular-meetings/2019/rm-002-2019-ottawa-june-19-2019/inuktitut-9/7450-tab2c-gn-doe-science-report-total-allowable-harvest-for-southampton-island-caribou-eng-only/file,2017,9887,NA,R. t. groenlandicus,Insular,64.36,-87.74,1.14,,0.256,,,0,0,Tundra/Tundra,0,,1600,,,
Leaf River,Quebec,http://collections.banq.qc.ca/ark:/52327/bs2614354,1975,56000,NA,R. t. caribou,Barren-ground,57.5,-74,0.01,,0.434,,,1,2,Tundra/Taiga,0,,,,,550000
Leaf River,Quebec,,1976,NA,NA,R. t. caribou,Barren-ground,57.5,-74,0.59,,-0.031,,,1,2,Tundra/Taiga,0,,,,,550000
Leaf River,Quebec,,1977,NA,NA,R. t. caribou,Barren-ground,57.5,-74,-2.08,,-0.432,,,1,2,Tundra/Taiga,0,,,,,550000
Leaf River,Quebec,,1978,NA,NA,R. t. caribou,Barren-ground,57.5,-74,-0.42,,-0.15,,,1,2,Tundra/Taiga,0,,,,,550000
Leaf River,Quebec,,1979,NA,NA,R. t. caribou,Barren-ground,57.5,-74,-0.23,,-0.365,,,1,2,Tundra/Taiga,0,,,,,550000
Leaf River,Quebec,,1980,NA,NA,R. t. caribou,Barren-ground,57.5,-74,-1.58,,-0.643,,,1,2,Tundra/Taiga,0,,,,,550000
Leaf River,Quebec,,1981,NA,NA,R. t. caribou,Barren-ground,57.5,-74,-0.55,,-0.435,,,1,2,Tundra/Taiga,0,,,,,550000
Leaf River,Quebec,,1982,NA,NA,R. t. caribou,Barren-ground,57.5,-74,2.63,,0.298,,,1,2,Tundra/Taiga,0,,,,,550000
Leaf River,Quebec,http://collections.banq.qc.ca/ark:/52327/bs2614354,1983,101000,25787,R. t. caribou,Barren-ground,57.5,-74,0.38,,0.032,,,1,2,Tundra/Taiga,0,,,,,550000
Leaf River,Quebec,,1984,NA,NA,R. t. caribou,Barren-ground,57.5,-74,2.17,,-0.192,,,1,2,Tundra/Taiga,0,,,,,550000
Leaf River,Quebec,,1985,NA,NA,R. t. caribou,Barren-ground,57.5,-74,-3.09,,-0.519,,,1,2,Tundra/Taiga,0,,,,,550000
Leaf River,Quebec,http://collections.banq.qc.ca/ark:/52327/bs2614354,1986,121000,33836,R. t. caribou,Barren-ground,57.5,-74,3.14,,0.085,,,1,2,Tundra/Taiga,0,,,,,550000
Leaf River,Quebec,,1987,NA,NA,R. t. caribou,Barren-ground,57.5,-74,-3.01,,-0.544,,,1,2,Tundra/Taiga,0,,,,,550000
Leaf River,Quebec,,1988,NA,NA,R. t. caribou,Barren-ground,57.5,-74,-0.13,,0.04,,,1,2,Tundra/Taiga,0,,,,,550000
Leaf River,Quebec,,1989,NA,NA,R. t. caribou,Barren-ground,57.5,-74,2.38,,0.95,,,1,2,Tundra/Taiga,0,,,,,550000
Leaf River,Quebec,,1990,NA,NA,R. t. caribou,Barren-ground,57.5,-74,3.88,,1.024,,,1,2,Tundra/Taiga,0,,,,,550000
Leaf River,Quebec,http://collections.banq.qc.ca/ark:/52327/bs2614354,1991,276000,45301,R. t. caribou,Barren-ground,57.5,-74,1.14,,0.197,,,1,2,Tundra/Taiga,0,,,,,550000
Leaf River,Quebec,,1992,NA,NA,R. t. caribou,Barren-ground,57.5,-74,2.54,,0.437,,,1,2,Tundra/Taiga,0,,,,,550000
Leaf River,Quebec,,1993,NA,NA,R. t. caribou,Barren-ground,57.5,-74,1.71,,0.079,,,1,2,Tundra/Taiga,0,,,,,550000
Leaf River,Quebec,,1994,NA,NA,R. t. caribou,Barren-ground,57.5,-74,2.86,,0.532,,,1,2,Tundra/Taiga,0,,,,,550000
Leaf River,Quebec,,1995,NA,NA,R. t. caribou,Barren-ground,57.5,-74,-1.11,,-0.275,,,1,2,Tundra/Taiga,0,,,,,550000
Leaf River,Quebec,,1996,NA,NA,R. t. caribou,Barren-ground,57.5,-74,-1.98,,-0.456,,,1,2,Tundra/Taiga,0,,,,,550000
Leaf River,Quebec,,1997,NA,NA,R. t. caribou,Barren-ground,57.5,-74,-0.93,,-0.04,,,1,2,Tundra/Taiga,0,,,,,550000
Leaf River,Quebec,,1998,NA,NA,R. t. caribou,Barren-ground,57.5,-74,1.03,,-0.271,,,1,2,Tundra/Taiga,0,,,,,550000
Leaf River,Quebec,,1999,NA,NA,R. t. caribou,Barren-ground,57.5,-74,2.25,,0.113,,,1,2,Tundra/Taiga,0,,,,,550000
Leaf River,Quebec,,2000,NA,NA,R. t. caribou,Barren-ground,57.5,-74,1.18,,-0.046,,,1,2,Tundra/Taiga,0,,,,,550000
Leaf River,Quebec,http://collections.banq.qc.ca/ark:/52327/bs2614354,2001,628000,NA,R. t. caribou,Barren-ground,57.5,-74,-1.91,,-0.162,,,1,2,Tundra/Taiga,0,,,,,550000
Leaf River,Quebec,,2002,NA,NA,R. t. caribou,Barren-ground,57.5,-74,1,,0.072,,,1,2,Tundra/Taiga,0,,,,,550000
Leaf River,Quebec,,2003,NA,NA,R. t. caribou,Barren-ground,57.5,-74,-0.09,,0.152,,,1,2,Tundra/Taiga,0,,,,,550000
Leaf River,Quebec,,2004,NA,NA,R. t. caribou,Barren-ground,57.5,-74,0.7,,-0.192,,,1,2,Tundra/Taiga,0,,,,,550000
Leaf River,Quebec,,2005,NA,NA,R. t. caribou,Barren-ground,57.5,-74,-1.35,,-0.375,,,1,2,Tundra/Taiga,0,,,,,550000
Leaf River,Quebec,,2006,NA,NA,R. t. caribou,Barren-ground,57.5,-74,-0.2,,0.138,,,1,2,Tundra/Taiga,0,,,,,550000
Leaf River,Quebec,,2007,NA,NA,R. t. caribou,Barren-ground,57.5,-74,1.35,,0.269,,,1,2,Tundra/Taiga,0,,,,,550000
Leaf River,Quebec,,2008,NA,NA,R. t. caribou,Barren-ground,57.5,-74,1.72,,0.177,,,1,2,Tundra/Taiga,0,,,,,550000
Leaf River,Quebec,,2009,NA,NA,R. t. caribou,Barren-ground,57.5,-74,0.72,,-0.33,,,1,2,Tundra/Taiga,0,,,,,550000
Leaf River,Quebec,,2010,NA,NA,R. t. caribou,Barren-ground,57.5,-74,-5.96,,-1.043,,,1,2,Tundra/Taiga,0,,,,,550000
Leaf River,Quebec,http://collections.banq.qc.ca/ark:/52327/bs2614354,2011,430000,60122,R. t. caribou,Barren-ground,57.5,-74,2.95,,0.526,,,1,2,Tundra/Taiga,0,,,,,550000
Leaf River,Quebec,,2012,NA,NA,R. t. caribou,Barren-ground,57.5,-74,-0.25,,-0.182,,,1,2,Tundra/Taiga,0,,,,,550000
Leaf River,Quebec,,2013,NA,NA,R. t. caribou,Barren-ground,57.5,-74,0.9,,0.001,,,1,2,Tundra/Taiga,0,,,,,550000
Leaf River,Quebec,,2014,NA,NA,R. t. caribou,Barren-ground,57.5,-74,2.97,,-0.067,,,1,2,Tundra/Taiga,0,,,,,550000
Leaf River,Quebec,http://collections.banq.qc.ca/ark:/52327/bs2614354,2015,332000,NA,R. t. caribou,Barren-ground,57.5,-74,4.09,,0.63,,,1,2,Tundra/Taiga,0,,,,,550000
Leaf River,Quebec,https://mffp.gouv.qc.ca/2018-02-22-population-monitoring-of-the-leaf-river-migratory-caribou-herd/?lang=en,2016,181000,NA,R. t. caribou,Barren-ground,57.5,-74,1.7,,-0.114,,,1,2,Tundra/Taiga,0,,,,,550000
Leaf River,Quebec,https://mffp.gouv.qc.ca/2018-02-22-population-monitoring-of-the-leaf-river-migratory-caribou-herd/?lang=en,2017,209000,NA,R. t. caribou,Barren-ground,57.5,-74,1.14,,0.256,,,1,2,Tundra/Taiga,0,,,,,550000
George River,Quebec,https://pdfs.semanticscholar.org/7c79/ff94243460ff34c3d74ac810210dad96a4d7.pdf?_ga=2.174033898.854638697.1603942909-368724994.1603942909,1954,4700,NA,R. t. caribou,Barren-ground,57.5,-67.5,3.26,,-0.001,,,1,2,Tundra/Taiga,0,,,,,900000
George River,Quebec,,1955,NA,NA,R. t. caribou,Barren-ground,57.5,-67.5,-2.79,,-0.362,,,1,2,Tundra/Taiga,0,,,,,900000
George River,Quebec,,1956,NA,NA,R. t. caribou,Barren-ground,57.5,-67.5,0.54,,-0.163,,,1,2,Tundra/Taiga,0,,,,,900000
George River,Quebec,,1957,NA,NA,R. t. caribou,Barren-ground,57.5,-67.5,-0.51,,-0.342,,,1,2,Tundra/Taiga,0,,,,,900000
George River,Quebec,https://pdfs.semanticscholar.org/7c79/ff94243460ff34c3d74ac810210dad96a4d7.pdf?_ga=2.174033898.854638697.1603942909-368724994.1603942909,1958,1500,NA,R. t. caribou,Barren-ground,57.5,-67.5,-2.12,,-0.868,,,1,2,Tundra/Taiga,0,,,,,900000
George River,Quebec,,1959,NA,NA,R. t. caribou,Barren-ground,57.5,-67.5,1.83,,-0.076,,,1,2,Tundra/Taiga,0,,,,,900000
George River,Quebec,,1960,NA,NA,R. t. caribou,Barren-ground,57.5,-67.5,-1.88,,-0.959,,,1,2,Tundra/Taiga,0,,,,,900000
George River,Quebec,,1961,NA,NA,R. t. caribou,Barren-ground,57.5,-67.5,0.47,,-0.045,,,1,2,Tundra/Taiga,0,,,,,900000
George River,Quebec,,1962,NA,NA,R. t. caribou,Barren-ground,57.5,-67.5,-1.05,,-0.226,,,1,2,Tundra/Taiga,0,,,,,900000
George River,Quebec,https://pdfs.semanticscholar.org/7c79/ff94243460ff34c3d74ac810210dad96a4d7.pdf?_ga=2.174033898.854638697.1603942909-368724994.1603942909,1963,61800,NA,R. t. caribou,Barren-ground,57.5,-67.5,-2.16,,-0.487,,,1,2,Tundra/Taiga,0,,,,,900000
George River,Quebec,,1964,NA,NA,R. t. caribou,Barren-ground,57.5,-67.5,-1.04,,0.024,,,1,2,Tundra/Taiga,0,,,,,900000
George River,Quebec,,1965,NA,NA,R. t. caribou,Barren-ground,57.5,-67.5,-1.77,,-0.486,,,1,2,Tundra/Taiga,0,,,,,900000
George River,Quebec,,1966,NA,NA,R. t. caribou,Barren-ground,57.5,-67.5,-2.54,,-0.765,,,1,2,Tundra/Taiga,0,,,,,900000
George River,Quebec,,1967,NA,NA,R. t. caribou,Barren-ground,57.5,-67.5,1.67,,0.536,,,1,2,Tundra/Taiga,0,,,,,900000
George River,Quebec,,1968,NA,NA,R. t. caribou,Barren-ground,57.5,-67.5,-2.97,,-0.568,,,1,2,Tundra/Taiga,0,,,,,900000
George River,Quebec,,1969,NA,NA,R. t. caribou,Barren-ground,57.5,-67.5,-2.58,,-0.828,,,1,2,Tundra/Taiga,0,,,,,900000
George River,Quebec,,1970,NA,NA,R. t. caribou,Barren-ground,57.5,-67.5,-1.08,,-0.344,,,1,2,Tundra/Taiga,0,,,,,900000
George River,Quebec,,1971,NA,NA,R. t. caribou,Barren-ground,57.5,-67.5,-0.08,,0.006,,,1,2,Tundra/Taiga,0,,,,,900000
George River,Quebec,,1972,NA,NA,R. t. caribou,Barren-ground,57.5,-67.5,2.05,,0.052,,,1,2,Tundra/Taiga,0,,,,,900000
George River,Quebec,https://pdfs.semanticscholar.org/7c79/ff94243460ff34c3d74ac810210dad96a4d7.pdf?_ga=2.174033898.854638697.1603942909-368724994.1603942909,1973,105000,NA,R. t. caribou,Barren-ground,57.5,-67.5,0.27,,0.241,,,1,2,Tundra/Taiga,0,,,,,900000
George River,Quebec,,1974,NA,NA,R. t. caribou,Barren-ground,57.5,-67.5,2.18,,-0.203,,,1,2,Tundra/Taiga,0,,,,,900000
George River,Quebec,https://pdfs.semanticscholar.org/7c79/ff94243460ff34c3d74ac810210dad96a4d7.pdf?_ga=2.174033898.854638697.1603942909-368724994.1603942909,1975,205000,NA,R. t. caribou,Barren-ground,57.5,-67.5,0.01,,0.434,,,1,2,Tundra/Taiga,0,,,,,900000
George River,Quebec,https://pdfs.semanticscholar.org/7c79/ff94243460ff34c3d74ac810210dad96a4d7.pdf?_ga=2.174033898.854638697.1603942909-368724994.1603942909,1976,176000,NA,R. t. caribou,Barren-ground,57.5,-67.5,0.59,,-0.031,,,1,2,Tundra/Taiga,0,,,,,900000
George River,Quebec,,1977,NA,NA,R. t. caribou,Barren-ground,57.5,-67.5,-2.08,,-0.432,,,1,2,Tundra/Taiga,0,,,,,900000
George River,Quebec,,1978,NA,NA,R. t. caribou,Barren-ground,57.5,-67.5,-0.42,,-0.15,,,1,2,Tundra/Taiga,0,,,,,900000
George River,Quebec,,1979,NA,NA,R. t. caribou,Barren-ground,57.5,-67.5,-0.23,,-0.365,,,1,2,Tundra/Taiga,0,,,,,900000
George River,Quebec,https://pdfs.semanticscholar.org/7c79/ff94243460ff34c3d74ac810210dad96a4d7.pdf?_ga=2.174033898.854638697.1603942909-368724994.1603942909,1980,294510,NA,R. t. caribou,Barren-ground,57.5,-67.5,-1.58,,-0.643,,,1,2,Tundra/Taiga,0,,,,,900000
George River,Quebec,,1981,NA,NA,R. t. caribou,Barren-ground,57.5,-67.5,-0.55,,-0.435,,,1,2,Tundra/Taiga,0,,,,,900000
George River,Quebec,https://pdfs.semanticscholar.org/7c79/ff94243460ff34c3d74ac810210dad96a4d7.pdf?_ga=2.174033898.854638697.1603942909-368724994.1603942909,1982,271060,NA,R. t. caribou,Barren-ground,57.5,-67.5,2.63,,0.298,,,1,2,Tundra/Taiga,0,,,,,900000
George River,Quebec,,1983,NA,NA,R. t. caribou,Barren-ground,57.5,-67.5,0.38,,0.032,,,1,2,Tundra/Taiga,0,,,,,900000
George River,Quebec,https://pdfs.semanticscholar.org/7c79/ff94243460ff34c3d74ac810210dad96a4d7.pdf?_ga=2.174033898.854638697.1603942909-368724994.1603942909,1984,472200,NA,R. t. caribou,Barren-ground,57.5,-67.5,2.17,,-0.192,,,1,2,Tundra/Taiga,0,,,,,900000
George River,Quebec,,1985,NA,NA,R. t. caribou,Barren-ground,57.5,-67.5,-3.09,,-0.519,,,1,2,Tundra/Taiga,0,,,,,900000
George River,Quebec,,1986,NA,NA,R. t. caribou,Barren-ground,57.5,-67.5,3.14,,0.085,,,1,2,Tundra/Taiga,0,,,,,900000
