Herd,Location,Source,Year,Population,SE,Subspecies,Ecotype,Latitude,Longitude,NAO,PDO,AO,AMO,ENSO,Wolves?,Predators,Biome (S/W),Semi-Domestic?,Note,Harvest,Annual Precip (?),Temps (?),Max Range Size (km^2)
Reindalen,Svalbard Islands,http://www.mosj.no/en/fauna/terrestrial/svalbard-reindeer-population.html,2000,653,NA,R. t. platyrhynchus,Insular,77.9,15.8,1.18,,-0.046,,,0,0,Tundra/Tundra,0,,,,,
Reindalen,Svalbard Islands,http://www.mosj.no/en/fauna/terrestrial/svalbard-reindeer-population.html,2001,845,NA,R. t. platyrhynchus,Insular,77.9,15.8,-1.91,,-0.162,,,0,0,Tundra/Tundra,0,,,,,
Reindalen,Svalbard Islands,http://www.mosj.no/en/fauna/terrestrial/svalbard-reindeer-population.html,2002,821,NA,R. t. platyrhynchus,Insular,77.9,15.8,1,,0.072,,,0,0,Tundra/Tundra,0,,,,,
Reindalen,Svalbard Islands,http://www.mosj.no/en/fauna/terrestrial/svalbard-reindeer-population.html,2003,814,NA,R. t. platyrhynchus,Insular,77.9,15.8,-0.09,,0.152,,,0,0,Tundra/Tundra,0,,,,,
Reindalen,Svalbard Islands,http://www.mosj.no/en/fauna/terrestrial/svalbard-reindeer-population.html,2004,685,NA,R. t. platyrhynchus,Insular,77.9,15.8,0.7,,-0.192,,,0,0,Tundra/Tundra,0,,,,,
Reindalen,Svalbard Islands,http://www.mosj.no/en/fauna/terrestrial/svalbard-reindeer-population.html,2005,861,NA,R. t. platyrhynchus,Insular,77.9,15.8,-1.35,,-0.375,,,0,0,Tundra/Tundra,0,,,,,
Reindalen,Svalbard Islands,http://www.mosj.no/en/fauna/terrestrial/svalbard-reindeer-population.html,2006,839,NA,R. t. platyrhynchus,Insular,77.9,15.8,-0.2,,0.138,,,0,0,Tundra/Tundra,0,,,,,
Reindalen,Svalbard Islands,http://www.mosj.no/en/fauna/terrestrial/svalbard-reindeer-population.html,2007,933,NA,R. t. platyrhynchus,Insular,77.9,15.8,1.35,,0.269,,,0,0,Tundra/Tundra,0,,,,,
Reindalen,Svalbard Islands,http://www.mosj.no/en/fauna/terrestrial/svalbard-reindeer-population.html,2008,806,NA,R. t. platyrhynchus,Insular,77.9,15.8,1.72,,0.177,,,0,0,Tundra/Tundra,0,,,,,
Reindalen,Svalbard Islands,http://www.mosj.no/en/fauna/terrestrial/svalbard-reindeer-population.html,2009,853,NA,R. t. platyrhynchus,Insular,77.9,15.8,0.72,,-0.33,,,0,0,Tundra/Tundra,0,,,,,
Reindalen,Svalbard Islands,http://www.mosj.no/en/fauna/terrestrial/svalbard-reindeer-population.html,2010,753,NA,R. t. platyrhynchus,Insular,77.9,15.8,-5.96,,-1.043,,,0,0,Tundra/Tundra,0,,,,,
Reindalen,Svalbard Islands,http://www.mosj.no/en/fauna/terrestrial/svalbard-reindeer-population.html,2011,818,NA,R. t. platyrhynchus,Insular,77.9,15.8,2.95,,0.526,,,0,0,Tundra/Tundra,0,,,,,
Reindalen,Svalbard Islands,http://www.mosj.no/en/fauna/terrestrial/svalbard-reindeer-population.html,2012,813,NA,R. t. platyrhynchus,Insular,77.9,15.8,-0.25,,-0.182,,,0,0,Tundra/Tundra,0,,,,,
Reindalen,Svalbard Islands,http://www.mosj.no/en/fauna/terrestrial/svalbard-reindeer-population.html,2013,858,NA,R. t. platyrhynchus,Insular,77.9,15.8,0.9,,0.001,,,0,0,Tundra/Tundra,0,,,,,
Reindalen,Svalbard Islands,http://www.mosj.no/en/fauna/terrestrial/svalbard-reindeer-population.html,2014,906,NA,R. t. platyrhynchus,Insular,77.9,15.8,2.97,,-0.067,,,0,0,Tundra/Tundra,0,,,,,
Reindalen,Svalbard Islands,http://www.mosj.no/en/fauna/terrestrial/svalbard-reindeer-population.html,2015,1005,NA,R. t. platyrhynchus,Insular,77.9,15.8,4.09,,0.63,,,0,0,Tundra/Tundra,0,,,,,
Reindalen,Svalbard Islands,http://www.mosj.no/en/fauna/terrestrial/svalbard-reindeer-population.html,2016,1089,NA,R. t. platyrhynchus,Insular,77.9,15.8,1.7,,-0.114,,,0,0,Tundra/Tundra,0,,,,,
Reindalen,Svalbard Islands,http://www.mosj.no/en/fauna/terrestrial/svalbard-reindeer-population.html,2017,1215,NA,R. t. platyrhynchus,Insular,77.9,15.8,1.14,,0.256,,,0,0,Tundra/Tundra,0,,,,,
Reindalen,Svalbard Islands,http://www.mosj.no/en/fauna/terrestrial/svalbard-reindeer-population.html,2018,1313,NA,R. t. platyrhynchus,Insular,77.9,15.8,2.83,,0.203,,,0,0,Tundra/Tundra,0,,,,,
Adventdalen,Svalbard Islands,http://www.mosj.no/en/fauna/terrestrial/svalbard-reindeer-population.html,1979,457,NA,R. t. platyrhynchus,Insular,78.2,16.3,-0.23,,-0.365,,,0,0,Tundra/Tundra,0,,,,,
Adventdalen,Svalbard Islands,http://www.mosj.no/en/fauna/terrestrial/svalbard-reindeer-population.html,1980,555,NA,R. t. platyrhynchus,Insular,78.2,16.3,-1.58,,-0.643,,,0,0,Tundra/Tundra,0,,,,,
Adventdalen,Svalbard Islands,http://www.mosj.no/en/fauna/terrestrial/svalbard-reindeer-population.html,1981,549,NA,R. t. platyrhynchus,Insular,78.2,16.3,-0.55,,-0.435,,,0,0,Tundra/Tundra,0,,,,,
Adventdalen,Svalbard Islands,http://www.mosj.no/en/fauna/terrestrial/svalbard-reindeer-population.html,1982,618,NA,R. t. platyrhynchus,Insular,78.2,16.3,2.63,,0.298,,,0,0,Tundra/Tundra,0,,,,,
Adventdalen,Svalbard Islands,http://www.mosj.no/en/fauna/terrestrial/svalbard-reindeer-population.html,1983,657,NA,R. t. platyrhynchus,Insular,78.2,16.3,0.38,,0.032,,,0,0,Tundra/Tundra,0,,,,,
Adventdalen,Svalbard Islands,http://www.mosj.no/en/fauna/terrestrial/svalbard-reindeer-population.html,1984,613,NA,R. t. platyrhynchus,Insular,78.2,16.3,2.17,,-0.192,,,0,0,Tundra/Tundra,0,,,,,
Adventdalen,Svalbard Islands,http://www.mosj.no/en/fauna/terrestrial/svalbard-reindeer-population.html,1985,604,NA,R. t. platyrhynchus,Insular,78.2,16.3,-3.09,,-0.519,,,0,0,Tundra/Tundra,0,,,,,
Adventdalen,Svalbard Islands,http://www.mosj.no/en/fauna/terrestrial/svalbard-reindeer-population.html,1986,497,NA,R. t. platyrhynchus,Insular,78.2,16.3,3.14,,0.085,,,0,0,Tundra/Tundra,0,,,,,
Adventdalen,Svalbard Islands,http://www.mosj.no/en/fauna/terrestrial/svalbard-reindeer-population.html,1987,613,NA,R. t. platyrhynchus,Insular,78.2,16.3,-3.01,,-0.544,,,0,0,Tundra/Tundra,0,,,,,
Adventdalen,Svalbard Islands,http://www.mosj.no/en/fauna/terrestrial/svalbard-reindeer-population.html,1988,603,NA,R. t. platyrhynchus,Insular,78.2,16.3,-0.13,,0.04,,,0,0,Tundra/Tundra,0,,,,,
Adventdalen,Svalbard Islands,http://www.mosj.no/en/fauna/terrestrial/svalbard-reindeer-population.html,1989,692,NA,R. t. platyrhynchus,Insular,78.2,16.3,2.38,,0.95,,,0,0,Tundra/Tundra,0,,,,,
Adventdalen,Svalbard Islands,http://www.mosj.no/en/fauna/terrestrial/svalbard-reindeer-population.html,1990,677,NA,R. t. platyrhynchus,Insular,78.2,16.3,3.88,,1.024,,,0,0,Tundra/Tundra,0,,,,,
Adventdalen,Svalbard Islands,http://www.mosj.no/en/fauna/terrestrial/svalbard-reindeer-population.html,1991,741,NA,R. t. platyrhynchus,Insular,78.2,16.3,1.14,,0.197,,,0,0,Tundra/Tundra,0,,,,,
Adventdalen,Svalbard Islands,http://www.mosj.no/en/fauna/terrestrial/svalbard-reindeer-population.html,1992,768,NA,R. t. platyrhynchus,Insular,78.2,16.3,2.54,,0.437,,,0,0,Tundra/Tundra,0,,,,,
Adventdalen,Svalbard Islands,http://www.mosj.no/en/fauna/terrestrial/svalbard-reindeer-population.html,1993,726,NA,R. t. platyrhynchus,Insular,78.2,16.3,1.71,,0.079,,,0,0,Tundra/Tundra,0,,,,,
Adventdalen,Svalbard Islands,http://www.mosj.no/en/fauna/terrestrial/svalbard-reindeer-population.html,1994,730,NA,R. t. platyrhynchus,Insular,78.2,16.3,2.86,,0.532,,,0,0,Tundra/Tundra,0,,,,,
Adventdalen,Svalbard Islands,http://www.mosj.no/en/fauna/terrestrial/svalbard-reindeer-population.html,1995,690,NA,R. t. platyrhynchus,Insular,78.2,16.3,-1.11,,-0.275,,,0,0,Tundra/Tundra,0,,,,,
Adventdalen,Svalbard Islands,http://www.mosj.no/en/fauna/terrestrial/svalbard-reindeer-population.html,1996,681,NA,R. t. platyrhynchus,Insular,78.2,16.3,-1.98,,-0.456,,,0,0,Tundra/Tundra,0,,,,,
Adventdalen,Svalbard Islands,http://www.mosj.no/en/fauna/terrestrial/svalbard-reindeer-population.html,1997,614,NA,R. t. platyrhynchus,Insular,78.2,16.3,-0.93,,-0.04,,,0,0,Tundra/Tundra,0,,,,,
Adventdalen,Svalbard Islands,http://www.mosj.no/en/fauna/terrestrial/svalbard-reindeer-population.html,1998,605,NA,R. t. platyrhynchus,Insular,78.2,16.3,1.03,,-0.271,,,0,0,Tundra/Tundra,0,,,,,
Adventdalen,Svalbard Islands,http://www.mosj.no/en/fauna/terrestrial/svalbard-reindeer-population.html,1999,703,NA,R. t. platyrhynchus,Insular,78.2,16.3,2.25,,0.113,,,0,0,Tundra/Tundra,0,,,,,
Adventdalen,Svalbard Islands,http://www.mosj.no/en/fauna/terrestrial/svalbard-reindeer-population.html,2000,735,NA,R. t. platyrhynchus,Insular,78.2,16.3,1.18,,-0.046,,,0,0,Tundra/Tundra,0,,,,,
Adventdalen,Svalbard Islands,http://www.mosj.no/en/fauna/terrestrial/svalbard-reindeer-population.html,2001,855,NA,R. t. platyrhynchus,Insular,78.2,16.3,-1.91,,-0.162,,,0,0,Tundra/Tundra,0,,,,,
Adventdalen,Svalbard Islands,http://www.mosj.no/en/fauna/terrestrial/svalbard-reindeer-population.html,2002,794,NA,R. t. platyrhynchus,Insular,78.2,16.3,1,,0.072,,,0,0,Tundra/Tundra,0,,,,,
Adventdalen,Svalbard Islands,http://www.mosj.no/en/fauna/terrestrial/svalbard-reindeer-population.html,2003,864,NA,R. t. platyrhynchus,Insular,78.2,16.3,-0.09,,0.152,,,0,0,Tundra/Tundra,0,,,,,
Adventdalen,Svalbard Islands,http://www.mosj.no/en/fauna/terrestrial/svalbard-reindeer-population.html,2004,900,NA,R. t. platyrhynchus,Insular,78.2,16.3,0.7,,-0.192,,,0,0,Tundra/Tundra,0,,,,,
Adventdalen,Svalbard Islands,http://www.mosj.no/en/fauna/terrestrial/svalbard-reindeer-population.html,2005,1029,NA,R. t. platyrhynchus,Insular,78.2,16.3,-1.35,,-0.375,,,0,0,Tundra/Tundra,0,,,,,
Adventdalen,Svalbard Islands,http://www.mosj.no/en/fauna/terrestrial/svalbard-reindeer-population.html,2006,970,NA,R. t. platyrhynchus,Insular,78.2,16.3,-0.2,,0.138,,,0,0,Tundra/Tundra,0,,,,,
Adventdalen,Svalbard Islands,http://www.mosj.no/en/fauna/terrestrial/svalbard-reindeer-population.html,2007,981,NA,R. t. platyrhynchus,Insular,78.2,16.3,1.35,,0.269,,,0,0,Tundra/Tundra,0,,,,,
Adventdalen,Svalbard Islands,http://www.mosj.no/en/fauna/terrestrial/svalbard-reindeer-population.html,2008,873,NA,R. t. platyrhynchus,Insular,78.2,16.3,1.72,,0.177,,,0,0,Tundra/Tundra,0,,,,,
Adventdalen,Svalbard Islands,http://www.mosj.no/en/fauna/terrestrial/svalbard-reindeer-population.html,2009,942,NA,R. t. platyrhynchus,Insular,78.2,16.3,0.72,,-0.33,,,0,0,Tundra/Tundra,0,,,,,
Adventdalen,Svalbard Islands,http://www.mosj.no/en/fauna/terrestrial/svalbard-reindeer-population.html,2010,812,NA,R. t. platyrhynchus,Insular,78.2,16.3,-5.96,,-1.043,,,0,0,Tundra/Tundra,0,,,,,
Adventdalen,Svalbard Islands,http://www.mosj.no/en/fauna/terrestrial/svalbard-reindeer-population.html,2011,900,NA,R. t. platyrhynchus,Insular,78.2,16.3,2.95,,0.526,,,0,0,Tundra/Tundra,0,,,,,
Adventdalen,Svalbard Islands,http://www.mosj.no/en/fauna/terrestrial/svalbard-reindeer-population.html,2012,894,NA,R. t. platyrhynchus,Insular,78.2,16.3,-0.25,,-0.182,,,0,0,Tundra/Tundra,0,,,,,
Adventdalen,Svalbard Islands,http://www.mosj.no/en/fauna/terrestrial/svalbard-reindeer-population.html,2013,1046,NA,R. t. platyrhynchus,Insular,78.2,16.3,0.9,,0.001,,,0,0,Tundra/Tundra,0,,,,,
Adventdalen,Svalbard Islands,http://www.mosj.no/en/fauna/terrestrial/svalbard-reindeer-population.html,2014,1205,NA,R. t. platyrhynchus,Insular,78.2,16.3,2.97,,-0.067,,,0,0,Tundra/Tundra,0,,,,,
Adventdalen,Svalbard Islands,http://www.mosj.no/en/fauna/terrestrial/svalbard-reindeer-population.html,2015,1331,NA,R. t. platyrhynchus,Insular,78.2,16.3,4.09,,0.63,,,0,0,Tundra/Tundra,0,,,,,
Adventdalen,Svalbard Islands,http://www.mosj.no/en/fauna/terrestrial/svalbard-reindeer-population.html,2016,1315,NA,R. t. platyrhynchus,Insular,78.2,16.3,1.7,,-0.114,,,0,0,Tundra/Tundra,0,,,,,
Adventdalen,Svalbard Islands,http://www.mosj.no/en/fauna/terrestrial/svalbard-reindeer-population.html,2017,1282,NA,R. t. platyrhynchus,Insular,78.2,16.3,1.14,,0.256,,,0,0,Tundra/Tundra,0,,,,,
Adventdalen,Svalbard Islands,http://www.mosj.no/en/fauna/terrestrial/svalbard-reindeer-population.html,2018,1413,NA,R. t. platyrhynchus,Insular,78.2,16.3,2.83,,0.203,,,0,0,Tundra/Tundra,0,,,,,
Edgeoya (Plurdalen and Grunnlinjesletta),Svalbard Islands,https://www.tandfonline.com/doi/full/10.3402/polar.v31i0.11089,1969,295,NA,R. t. platyrhynchus,Insular,77.75,22.7,,,,,,0,0,Tundra/Tundra,0,Herd index-not total herd size,,,,
Edgeoya (Plurdalen and Grunnlinjesletta),Svalbard Islands,,1970,NA,NA,R. t. platyrhynchus,Insular,77.75,22.7,,,,,,0,0,Tundra/Tundra,0,,,,,
Edgeoya (Plurdalen and Grunnlinjesletta),Svalbard Islands,https://www.tandfonline.com/doi/full/10.3402/polar.v31i0.11089,1971,265,NA,R. t. platyrhynchus,Insular,77.75,22.7,,,,,,0,0,Tundra/Tundra,0,,,,,
Edgeoya (Plurdalen and Grunnlinjesletta),Svalbard Islands,,1972,NA,NA,R. t. platyrhynchus,Insular,77.75,22.7,,,,,,0,0,Tundra/Tundra,0,,,,,
Edgeoya (Plurdalen and Grunnlinjesletta),Svalbard Islands,,1973,NA,NA,R. t. platyrhynchus,Insular,77.75,22.7,,,,,,0,0,Tundra/Tundra,0,,,,,
Edgeoya (Plurdalen and Grunnlinjesletta),Svalbard Islands,,1974,NA,NA,R. t. platyrhynchus,Insular,77.75,22.7,,,,,,0,0,Tundra/Tundra,0,,,,,
Edgeoya (Plurdalen and Grunnlinjesletta),Svalbard Islands,https://www.tandfonline.com/doi/full/10.3402/polar.v31i0.11089,1975,270,NA,R. t. platyrhynchus,Insular,77.75,22.7,,,,,,0,0,Tundra/Tundra,0,,,,,
Edgeoya (Plurdalen and Grunnlinjesletta),Svalbard Islands,https://www.tandfonline.com/doi/full/10.3402/polar.v31i0.11089,1976,210,NA,R. t. platyrhynchus,Insular,77.75,22.7,,,,,,0,0,Tundra/Tundra,0,,,,,
Edgeoya (Plurdalen and Grunnlinjesletta),Svalbard Islands,https://www.tandfonline.com/doi/full/10.3402/polar.v31i0.11089,1977,126,NA,R. t. platyrhynchus,Insular,77.75,22.7,,,,,,0,0,Tundra/Tundra,0,,,,,
Edgeoya (Plurdalen and Grunnlinjesletta),Svalbard Islands,,1978,NA,NA,R. t. platyrhynchus,Insular,77.75,22.7,,,,,,0,0,Tundra/Tundra,0,,,,,
Edgeoya (Plurdalen and Grunnlinjesletta),Svalbard Islands,,1979,NA,NA,R. t. platyrhynchus,Insular,77.75,22.7,,,,,,0,0,Tundra/Tundra,0,,,,,
Edgeoya (Plurdalen and Grunnlinjesletta),Svalbard Islands,,1980,NA,NA,R. t. platyrhynchus,Insular,77.75,22.7,,,,,,0,0,Tundra/Tundra,0,,,,,
Edgeoya (Plurdalen and Grunnlinjesletta),Svalbard Islands,,1981,NA,NA,R. t. platyrhynchus,Insular,77.75,22.7,,,,,,0,0,Tundra/Tundra,0,,,,,
Edgeoya (Plurdalen and Grunnlinjesletta),Svalbard Islands,,1982,NA,NA,R. t. platyrhynchus,Insular,77.75,22.7,,,,,,0,0,Tundra/Tundra,0,,,,,
Edgeoya (Plurdalen and Grunnlinjesletta),Svalbard Islands,https://www.tandfonline.com/doi/full/10.3402/polar.v31i0.11089,1983,187,NA,R. t. platyrhynchus,Insular,77.75,22.7,,,,,,0,0,Tundra/Tundra,0,,,,,
Edgeoya (Plurdalen and Grunnlinjesletta),Svalbard Islands,,1984,NA,NA,R. t. platyrhynchus,Insular,77.75,22.7,,,,,,0,0,Tundra/Tundra,0,,,,,
Edgeoya (Plurdalen and Grunnlinjesletta),Svalbard Islands,,1985,NA,NA,R. t. platyrhynchus,Insular,77.75,22.7,,,,,,0,0,Tundra/Tundra,0,,,,,
Edgeoya (Plurdalen and Grunnlinjesletta),Svalbard Islands,,1986,NA,NA,R. t. platyrhynchus,Insular,77.75,22.7,,,,,,0,0,Tundra/Tundra,0,,,,,
Edgeoya (Plurdalen and Grunnlinjesletta),Svalbard Islands,,1987,NA,NA,R. t. platyrhynchus,Insular,77.75,22.7,,,,,,0,0,Tundra/Tundra,0,,,,,
Edgeoya (Plurdalen and Grunnlinjesletta),Svalbard Islands,,1988,NA,NA,R. t. platyrhynchus,Insular,77.75,22.7,,,,,,0,0,Tundra/Tundra,0,,,,,
Edgeoya (Plurdalen and Grunnlinjesletta),Svalbard Islands,,1989,NA,NA,R. t. platyrhynchus,Insular,77.75,22.7,,,,,,0,0,Tundra/Tundra,0,,,,,
Edgeoya (Plurdalen and Grunnlinjesletta),Svalbard Islands,,1990,NA,NA,R. t. platyrhynchus,Insular,77.75,22.7,,,,,,0,0,Tundra/Tundra,0,,,,,
Edgeoya (Plurdalen and Grunnlinjesletta),Svalbard Islands,,1991,NA,NA,R. t. platyrhynchus,Insular,77.75,22.7,,,,,,0,0,Tundra/Tundra,0,,,,,
Edgeoya (Plurdalen and Grunnlinjesletta),Svalbard Islands,,1992,NA,NA,R. t. platyrhynchus,Insular,77.75,22.7,,,,,,0,0,Tundra/Tundra,0,,,,,
Edgeoya (Plurdalen and Grunnlinjesletta),Svalbard Islands,,1993,NA,NA,R. t. platyrhynchus,Insular,77.75,22.7,,,,,,0,0,Tundra/Tundra,0,,,,,
Edgeoya (Plurdalen and Grunnlinjesletta),Svalbard Islands,,1994,NA,NA,R. t. platyrhynchus,Insular,77.75,22.7,,,,,,0,0,Tundra/Tundra,0,,,,,
Edgeoya (Plurdalen and Grunnlinjesletta),Svalbard Islands,,1995,NA,NA,R. t. platyrhynchus,Insular,77.75,22.7,,,,,,0,0,Tundra/Tundra,0,,,,,
Edgeoya (Plurdalen and Grunnlinjesletta),Svalbard Islands,https://www.tandfonline.com/doi/full/10.3402/polar.v31i0.11089,1996,551,NA,R. t. platyrhynchus,Insular,77.75,22.7,,,,,,0,0,Tundra/Tundra,0,,,,,
Edgeoya (Plurdalen and Grunnlinjesletta),Svalbard Islands,,1997,NA,NA,R. t. platyrhynchus,Insular,77.75,22.7,,,,,,0,0,Tundra/Tundra,0,,,,,
Edgeoya (Plurdalen and Grunnlinjesletta),Svalbard Islands,,1998,NA,NA,R. t. platyrhynchus,Insular,77.75,22.7,,,,,,0,0,Tundra/Tundra,0,,,,,
Edgeoya (Plurdalen and Grunnlinjesletta),Svalbard Islands,,1999,NA,NA,R. t. platyrhynchus,Insular,77.75,22.7,,,,,,0,0,Tundra/Tundra,0,,,,,
Edgeoya (Plurdalen and Grunnlinjesletta),Svalbard Islands,,2000,NA,NA,R. t. platyrhynchus,Insular,77.75,22.7,,,,,,0,0,Tundra/Tundra,0,,,,,
Edgeoya (Plurdalen and Grunnlinjesletta),Svalbard Islands,,2001,NA,NA,R. t. platyrhynchus,Insular,77.75,22.7,,,,,,0,0,Tundra/Tundra,0,,,,,
Edgeoya (Plurdalen and Grunnlinjesletta),Svalbard Islands,,2002,NA,NA,R. t. platyrhynchus,Insular,77.75,22.7,,,,,,0,0,Tundra/Tundra,0,,,,,
Edgeoya (Plurdalen and Grunnlinjesletta),Svalbard Islands,,2003,NA,NA,R. t. platyrhynchus,Insular,77.75,22.7,,,,,,0,0,Tundra/Tundra,0,,,,,
Edgeoya (Plurdalen and Grunnlinjesletta),Svalbard Islands,,2004,NA,NA,R. t. platyrhynchus,Insular,77.75,22.7,,,,,,0,0,Tundra/Tundra,0,,,,,
Edgeoya (Plurdalen and Grunnlinjesletta),Svalbard Islands,,2005,NA,NA,R. t. platyrhynchus,Insular,77.75,22.7,,,,,,0,0,Tundra/Tundra,0,,,,,
Edgeoya (Plurdalen and Grunnlinjesletta),Svalbard Islands,https://www.tandfonline.com/doi/full/10.3402/polar.v31i0.11089,2006,126,NA,R. t. platyrhynchus,Insular,77.75,22.7,,,,,,0,0,Tundra/Tundra,0,,,,,
St. Matthew Island,"St. Matthew, AK",http://myslu.stlawu.edu/~grepicky/energy/articles/St.%20Matthew%20Island.pdf,1944,29,NA,R. t. granti,Insular,60.5,-172.8,,,,,,0,0,Tundra/Tundra,0,Caribou from Nunivat island,,,,
St. Matthew Island,"St. Matthew, AK",,1945,NA,NA,R. t. granti,Insular,60.5,-172.8,,,,,,0,0,Tundra/Tundra,0,None left by the 90s but can't find a conclusive year when they were first noted as extirpated. Include a date for that?,,,,
St. Matthew Island,"St. Matthew, AK",,1946,NA,NA,R. t. granti,Insular,60.5,-172.8,,,,,,0,0,Tundra/Tundra,0,,,,,
St. Matthew Island,"St. Matthew, AK",,1947,NA,NA,R. t. granti,Insular,60.5,-172.8,,,,,,0,0,Tundra/Tundra,0,,,,,
St. Matthew Island,"St. Matthew, AK",,1948,NA,NA,R. t. granti,Insular,60.5,-172.8,,,,,,0,0,Tundra/Tundra,0,,,,,
St. Matthew Island,"St. Matthew, AK",,1949,NA,NA,R. t. granti,Insular,60.5,-172.8,,,,,,0,0,Tundra/Tundra,0,,,,,
St. Matthew Island,"St. Matthew, AK",,1950,NA,NA,R. t. granti,Insular,60.5,-172.8,,,,,,0,0,Tundra/Tundra,0,,,,,
St. Matthew Island,"St. Matthew, AK",,1951,NA,NA,R. t. granti,Insular,60.5,-172.8,,,,,,0,0,Tundra/Tundra,0,,,,,
St. Matthew Island,"St. Matthew, AK",,1952,NA,NA,R. t. granti,Insular,60.5,-172.8,,,,,,0,0,Tundra/Tundra,0,,,,,
St. Matthew Island,"St. Matthew, AK",,1953,NA,NA,R. t. granti,Insular,60.5,-172.8,,,,,,0,0,Tundra/Tundra,0,,,,,
St. Matthew Island,"St. Matthew, AK",,1954,NA,NA,R. t. granti,Insular,60.5,-172.8,3.26,,,,,0,0,Tundra/Tundra,0,,,,,
St. Matthew Island,"St. Matthew, AK",,1955,NA,NA,R. t. granti,Insular,60.5,-172.8,-2.79,,,,,0,0,Tundra/Tundra,0,,,,,
St. Matthew Island,"St. Matthew, AK",,1956,NA,NA,R. t. granti,Insular,60.5,-172.8,0.54,,,,,0,0,Tundra/Tundra,0,,,,,
St. Matthew Island,"St. Matthew, AK",http://myslu.stlawu.edu/~grepicky/energy/articles/St.%20Matthew%20Island.pdf,1957,1350,NA,R. t. granti,Insular,60.5,-172.8,-0.51,,,,,0,0,Tundra/Tundra,0,,,,,
St. Matthew Island,"St. Matthew, AK",,1958,NA,NA,R. t. granti,Insular,60.5,-172.8,-2.12,,,,,0,0,Tundra/Tundra,0,,,,,
St. Matthew Island,"St. Matthew, AK",,1959,NA,NA,R. t. granti,Insular,60.5,-172.8,1.83,,,,,0,0,Tundra/Tundra,0,,,,,
St. Matthew Island,"St. Matthew, AK",,1960,NA,NA,R. t. granti,Insular,60.5,-172.8,-1.88,,,,,0,0,Tundra/Tundra,0,,,,,
St. Matthew Island,"St. Matthew, AK",,1961,NA,NA,R. t. granti,Insular,60.5,-172.8,0.47,,,,,0,0,Tundra/Tundra,0,,,,,
St. Matthew Island,"St. Matthew, AK",,1962,NA,NA,R. t. granti,Insular,60.5,-172.8,-1.05,,,,,0,0,Tundra/Tundra,0,,,,,
St. Matthew Island,"St. Matthew, AK",http://myslu.stlawu.edu/~grepicky/energy/articles/St.%20Matthew%20Island.pdf,1963,6000,NA,R. t. granti,Insular,60.5,-172.8,-2.16,,,,,0,0,Tundra/Tundra,0,,,,,
St. Matthew Island,"St. Matthew, AK",,1964,NA,NA,R. t. granti,Insular,60.5,-172.8,-1.04,,,,,0,0,Tundra/Tundra,0,,,,,
St. Matthew Island,"St. Matthew, AK",,1965,NA,NA,R. t. granti,Insular,60.5,-172.8,-1.77,,,,,0,0,Tundra/Tundra,0,,,,,
St. Matthew Island,"St. Matthew, AK",http://myslu.stlawu.edu/~grepicky/energy/articles/St.%20Matthew%20Island.pdf,1966,42,NA,R. t. granti,Insular,60.5,-172.8,-2.54,,,,,0,0,Tundra/Tundra,0,,,,,
Nunivak Island,"Nunivak, AK",https://scholarworks.alaska.edu/bitstream/handle/11122/8258/Bos_G_1967.pdf?sequence=1&isAllowed=y,1920,81,NA,R. t. granti,Domestic,60.1,-166.35,,-0.69,,,,0,0,Tundra/Tundra,1,Caribou from W. Arctic herd- subspecies and ecotype? Took subspecies from W. Arctic herd but changed ecotype to insular for this at St. Matthew,,,,
Nunivak Island,"Nunivak, AK",,1921,NA,NA,R. t. granti,Domestic,60.1,-166.35,,-0.9506,,,,0,0,Tundra/Tundra,1,Also some woodland caribou were introduced in 1925 for crossbreeding pruposes-ignore?,,,,
Nunivak Island,"Nunivak, AK",,1922,NA,NA,R. t. granti,Domestic,60.1,-166.35,,-0.5467,,,,0,0,Tundra/Tundra,1,Considered semi-domestic because they are corraled and slaightered,,,,
Nunivak Island,"Nunivak, AK",https://scholarworks.alaska.edu/bitstream/handle/11122/8258/Bos_G_1967.pdf?sequence=1&isAllowed=y,1923,310,NA,R. t. granti,Domestic,60.1,-166.35,,0.1408,,,,0,0,Tundra/Tundra,1,,,,,
Nunivak Island,"Nunivak, AK",,1924,NA,NA,R. t. granti,Domestic,60.1,-166.35,,-0.541,,,,0,0,Tundra/Tundra,1,Can't find the original pop estimates-taking them from a paper. Cite the original documents in final report or this paper?,,,,
Nunivak Island,"Nunivak, AK",https://scholarworks.alaska.edu/bitstream/handle/11122/8258/Bos_G_1967.pdf?sequence=1&isAllowed=y,1925,578,NA,R. t. granti,Domestic,60.1,-166.35,,-0.1447,,,,0,0,Tundra/Tundra,1,,,,,
Nunivak Island,"Nunivak, AK",,1926,NA,NA,R. t. granti,Domestic,60.1,-166.35,,1.6565,,,,0,0,Tundra/Tundra,1,,,,,
Nunivak Island,"Nunivak, AK",,1927,NA,NA,R. t. granti,Domestic,60.1,-166.35,,0.2695,,,,0,0,Tundra/Tundra,1,"Hagemeister Island, Tom Gray Seward Peninsula also domestic in AK",,,,
Nunivak Island,"Nunivak, AK",,1928,NA,NA,R. t. granti,Domestic,60.1,-166.35,,0.156,,,,0,0,Tundra/Tundra,1,,,,,
Nunivak Island,"Nunivak, AK",,1929,NA,NA,R. t. granti,Domestic,60.1,-166.35,,0.5012,,,,0,0,Tundra/Tundra,1,,,,,
